Class,Precision,Recall,F1 Score,Accuracy
86,0.010416666666666666,0.006024096385542169,0.007633587786259542,0.006024096385542169
87,0.07692307692307693,0.006097560975609756,0.011299435028248588,0.006097560975609756
88,0.092,0.09349593495934959,0.09274193548387097,0.09349593495934959
89,0.08064516129032258,0.03048780487804878,0.04424778761061947,0.03048780487804878
90,0.06315789473684211,0.036585365853658534,0.04633204633204633,0.036585365853658534
91,0.11450381679389313,0.06465517241379311,0.08264462809917356,0.06465517241379311
92,0.125,0.06944444444444445,0.08928571428571429,0.06944444444444445
93,0.5374149659863946,0.4759036144578313,0.5047923322683706,0.4759036144578313
94,0.03389830508474576,0.03418803418803419,0.03404255319148936,0.03418803418803419
95,0.696078431372549,0.696078431372549,0.696078431372549,0.696078431372549
96,0.08050847457627118,0.1144578313253012,0.0945273631840796,0.1144578313253012
97,0.1346704871060172,0.21171171171171171,0.1646234676007005,0.21171171171171171
98,0.16901408450704225,0.20253164556962025,0.18426103646833014,0.20253164556962025
99,0.13114754098360656,0.14457831325301204,0.13753581661891118,0.14457831325301204
100,0.17142857142857143,0.18072289156626506,0.17595307917888564,0.18072289156626506
101,0.06,0.02027027027027027,0.030303030303030304,0.02027027027027027
102,0.12195121951219512,0.10683760683760683,0.11389521640091116,0.10683760683760683
103,0.0641025641025641,0.04504504504504504,0.05291005291005291,0.04504504504504504
104,0.11811023622047244,0.06756756756756757,0.08595988538681948,0.06756756756756757
105,0.19850187265917604,0.6463414634146342,0.3037249283667622,0.6463414634146342
106,0.1276595744680851,0.036585365853658534,0.05687203791469194,0.036585365853658534
107,0.8230088495575221,0.5602409638554217,0.6666666666666666,0.5602409638554217
108,0.6701030927835051,0.3987730061349693,0.5,0.3987730061349693
109,0.37373737373737376,0.4457831325301205,0.4065934065934066,0.4457831325301205
110,0.1,0.006622516556291391,0.012422360248447204,0.006622516556291391
111,0.2905982905982906,0.23943661971830985,0.2625482625482625,0.23943661971830985
112,0.13010204081632654,0.3355263157894737,0.1875,0.3355263157894737
113,0.1875,0.018292682926829267,0.03333333333333333,0.018292682926829267
114,0.08,0.013071895424836602,0.02247191011235955,0.013071895424836602
115,0.125,0.013333333333333334,0.024096385542168676,0.013333333333333334
116,0.10526315789473684,0.10596026490066225,0.10561056105610561,0.10596026490066225
117,0.0875,0.04666666666666667,0.06086956521739131,0.04666666666666667
118,0.07246376811594203,0.03333333333333333,0.045662100456621,0.03333333333333333
119,0.05555555555555555,0.018072289156626505,0.02727272727272727,0.018072289156626505
120,0.16569767441860464,0.3475609756097561,0.22440944881889763,0.3475609756097561
121,0.5039370078740157,0.7710843373493976,0.6095238095238096,0.7710843373493976
122,0.07547169811320754,0.0975609756097561,0.0851063829787234,0.0975609756097561
123,0.4504792332268371,0.8703703703703703,0.5936842105263158,0.8703703703703703
124,0.19607843137254902,0.06097560975609756,0.09302325581395349,0.06097560975609756
125,0.01282051282051282,0.008130081300813009,0.009950248756218905,0.008130081300813009
126,0.2631578947368421,0.21084337349397592,0.23411371237458195,0.21084337349397592
127,0.1721311475409836,0.12650602409638553,0.14583333333333334,0.12650602409638553
128,0.22,0.08943089430894309,0.12716763005780346,0.08943089430894309
129,0.21518987341772153,0.1511111111111111,0.17754569190600522,0.1511111111111111
130,0.14084507042253522,0.16260162601626016,0.1509433962264151,0.16260162601626016
131,0.18518518518518517,0.03125,0.053475935828877004,0.03125
132,0.291866028708134,0.3719512195121951,0.32707774798927614,0.3719512195121951
133,0.08258928571428571,0.16228070175438597,0.10946745562130178,0.16228070175438597
134,0.09375,0.047244094488188976,0.06282722513089005,0.047244094488188976
135,0.0,0.0,0.0,0.0
136,0.13147410358565736,0.2088607594936709,0.16136919315403422,0.2088607594936709
137,0.2,0.3453815261044177,0.2533136966126657,0.3453815261044177
138,0.38271604938271603,0.7898089171974523,0.5155925155925156,0.7898089171974523
139,0.2694610778443114,0.5625,0.3643724696356275,0.5625
140,0.3333333333333333,0.3375,0.33540372670807456,0.3375
