Class,Precision,Recall,F1 Score,Accuracy
0,0.9652777777777778,0.8853503184713376,0.9235880398671097,0.8853503184713376
1,0.9815950920245399,0.975609756097561,0.9785932721712538,0.975609756097561
2,1.0,0.36486486486486486,0.5346534653465347,0.36486486486486486
3,0.8594594594594595,0.99375,0.9217391304347826,0.99375
4,1.0,0.5548780487804879,0.7137254901960784,0.5548780487804879
5,0.6388888888888888,1.0,0.7796610169491526,1.0
6,1.0,0.8902439024390244,0.9419354838709677,0.8902439024390244
7,0.7446808510638298,0.9210526315789473,0.8235294117647058,0.9210526315789473
8,0.7663551401869159,1.0,0.8677248677248677,1.0
9,0.9265536723163842,1.0,0.9618768328445748,1.0
10,0.986013986013986,0.9791666666666666,0.9825783972125436,0.9791666666666666
11,1.0,1.0,1.0,1.0
12,1.0,0.9451219512195121,0.9717868338557993,0.9451219512195121
13,1.0,1.0,1.0,1.0
14,0.8181818181818182,1.0,0.9,1.0
15,1.0,1.0,1.0,1.0
16,1.0,0.986013986013986,0.9929577464788732,0.986013986013986
17,1.0,0.42771084337349397,0.5991561181434599,0.42771084337349397
18,0.9408284023668639,0.9578313253012049,0.9492537313432836,0.9578313253012049
19,1.0,1.0,1.0,1.0
20,1.0,0.8493975903614458,0.9185667752442996,0.8493975903614458
21,0.8181818181818182,0.12,0.20930232558139536,0.12
22,0.8369565217391305,1.0,0.9112426035502958,1.0
23,1.0,1.0,1.0,1.0
24,0.6775510204081633,1.0,0.8077858880778589,1.0
25,1.0,0.7987804878048781,0.888135593220339,0.7987804878048781
26,1.0,0.9939024390243902,0.9969418960244648,0.9939024390243902
27,0.861878453038674,0.9397590361445783,0.899135446685879,0.9397590361445783
28,1.0,1.0,1.0,1.0
29,0.7476038338658147,1.0,0.8555758683729433,1.0
30,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0
32,1.0,0.967479674796748,0.9834710743801653,0.967479674796748
33,1.0,1.0,1.0,1.0
34,1.0,1.0,1.0,1.0
35,1.0,1.0,1.0,1.0
36,0.9782608695652174,0.8823529411764706,0.9278350515463918,0.8823529411764706
37,1.0,1.0,1.0,1.0
38,0.746606334841629,0.9939759036144579,0.8527131782945736,0.9939759036144579
39,0.9292929292929293,0.6133333333333333,0.7389558232931727,0.6133333333333333
40,1.0,0.5064935064935064,0.6724137931034483,0.5064935064935064
41,1.0,1.0,1.0,1.0
42,1.0,1.0,1.0,1.0
43,1.0,0.7769230769230769,0.8744588744588745,0.7769230769230769
44,1.0,1.0,1.0,1.0
45,0.70042194092827,1.0,0.8238213399503722,1.0
46,1.0,0.7564102564102564,0.8613138686131386,0.7564102564102564
47,0.963855421686747,1.0,0.9815950920245399,1.0
48,1.0,0.6965811965811965,0.8211586901763224,0.6965811965811965
49,0.6666666666666666,0.32323232323232326,0.43537414965986393,0.32323232323232326
50,1.0,1.0,1.0,1.0
51,1.0,1.0,1.0,1.0
52,0.9111111111111111,1.0,0.9534883720930233,1.0
53,1.0,1.0,1.0,1.0
54,1.0,1.0,1.0,1.0
55,1.0,1.0,1.0,1.0
56,1.0,1.0,1.0,1.0
57,0.9940119760479041,1.0,0.996996996996997,1.0
58,0.6890756302521008,1.0,0.8159203980099502,1.0
59,0.8601036269430051,1.0,0.924791086350975,1.0
60,1.0,0.7515923566878981,0.8581818181818182,0.7515923566878981
61,1.0,1.0,1.0,1.0
62,1.0,1.0,1.0,1.0
63,0.7587939698492462,0.967948717948718,0.8507042253521127,0.967948717948718
64,0.9746835443037974,0.9808917197452229,0.9777777777777777,0.9808917197452229
65,1.0,0.9939759036144579,0.9969788519637462,0.9939759036144579
66,1.0,0.5487804878048781,0.7086614173228346,0.5487804878048781
67,1.0,1.0,1.0,1.0
68,0.9707602339181286,1.0,0.9851632047477745,1.0
69,1.0,1.0,1.0,1.0
70,0.9171270718232044,1.0,0.9567723342939481,1.0
71,1.0,0.9819277108433735,0.9908814589665653,0.9819277108433735
72,1.0,0.8450704225352113,0.916030534351145,0.8450704225352113
73,0.9107142857142857,1.0,0.9532710280373832,1.0
74,1.0,0.891566265060241,0.9426751592356688,0.891566265060241
75,0.9318181818181818,1.0,0.9647058823529412,1.0
76,0.9479768786127167,1.0,0.973293768545994,1.0
77,1.0,1.0,1.0,1.0
78,1.0,0.85625,0.9225589225589226,0.85625
79,1.0,0.7385321100917431,0.8496042216358839,0.7385321100917431
80,0.9929577464788732,0.7921348314606742,0.88125,0.7921348314606742
81,0.5660377358490566,1.0,0.7228915662650602,1.0
82,1.0,0.6903225806451613,0.816793893129771,0.6903225806451613
83,0.95,0.3904109589041096,0.5533980582524272,0.3904109589041096
84,1.0,1.0,1.0,1.0
85,0.5714285714285714,1.0,0.7272727272727273,1.0
86,1.0,1.0,1.0,1.0
87,1.0,0.8292682926829268,0.9066666666666666,0.8292682926829268
88,1.0,1.0,1.0,1.0
89,1.0,0.8658536585365854,0.9281045751633987,0.8658536585365854
90,1.0,0.8475609756097561,0.9174917491749175,0.8475609756097561
91,1.0,0.36637931034482757,0.5362776025236593,0.36637931034482757
92,0.584070796460177,0.9166666666666666,0.7135135135135136,0.9166666666666666
93,0.7410714285714286,1.0,0.8512820512820513,1.0
94,0.6256684491978609,0.5,0.5558194774346793,0.5
95,1.0,1.0,1.0,1.0
96,0.8135593220338984,0.8674698795180723,0.8396501457725948,0.8674698795180723
