Class,Precision,Recall,F1 Score,Accuracy
97,0.9779735682819384,1.0,0.9888641425389755,1.0
98,0.7130044843049327,0.6708860759493671,0.691304347826087,0.6708860759493671
99,0.9937888198757764,0.963855421686747,0.9785932721712538,0.963855421686747
100,0.696969696969697,0.9698795180722891,0.8110831234256927,0.9698795180722891
101,0.7326732673267327,1.0,0.8457142857142858,1.0
102,1.0,0.8931623931623932,0.9435665914221218,0.8931623931623932
103,1.0,1.0,1.0,1.0
104,1.0,1.0,1.0,1.0
105,1.0,1.0,1.0,1.0
106,0.861878453038674,0.9512195121951219,0.9043478260869565,0.9512195121951219
107,0.4896755162241888,1.0,0.6574257425742575,1.0
108,0.5547703180212014,0.9631901840490797,0.7040358744394619,0.9631901840490797
109,0.9707602339181286,1.0,0.9851632047477745,1.0
110,1.0,1.0,1.0,1.0
111,1.0,1.0,1.0,1.0
112,1.0,0.9013157894736842,0.9480968858131488,0.9013157894736842
113,1.0,0.9512195121951219,0.975,0.9512195121951219
114,1.0,0.9934640522875817,0.9967213114754099,0.9934640522875817
115,0.689922480620155,0.5933333333333334,0.6379928315412187,0.5933333333333334
116,1.0,0.5562913907284768,0.7148936170212766,0.5562913907284768
117,0.7876106194690266,0.5933333333333334,0.6768060836501901,0.5933333333333334
118,1.0,0.2,0.3333333333333333,0.2
119,1.0,1.0,1.0,1.0
120,0.5271317829457365,0.8292682926829268,0.6445497630331753,0.8292682926829268
121,1.0,1.0,1.0,1.0
122,1.0,1.0,1.0,1.0
123,1.0,0.8765432098765432,0.9342105263157895,0.8765432098765432
124,0.7387387387387387,1.0,0.8497409326424871,1.0
125,0.9180327868852459,0.9105691056910569,0.9142857142857143,0.9105691056910569
126,1.0,1.0,1.0,1.0
127,1.0,1.0,1.0,1.0
128,1.0,1.0,1.0,1.0
129,1.0,0.6177777777777778,0.7637362637362637,0.6177777777777778
130,0.9917695473251029,0.9796747967479674,0.9856850715746421,0.9796747967479674
131,0.642570281124498,1.0,0.78239608801956,1.0
132,1.0,1.0,1.0,1.0
133,0.9956331877729258,1.0,0.9978118161925602,1.0
134,1.0,1.0,1.0,1.0
135,1.0,1.0,1.0,1.0
136,1.0,0.6582278481012658,0.7938931297709924,0.6582278481012658
137,0.83,1.0,0.907103825136612,1.0
138,0.6108949416342413,1.0,0.7584541062801933,1.0
139,1.0,1.0,1.0,1.0
140,1.0,1.0,1.0,1.0
