Class,Precision,Recall,F1 Score,Accuracy
76,0.7944444444444444,0.8719512195121951,0.8313953488372093,0.8719512195121951
77,0.5526315789473685,0.5121951219512195,0.5316455696202531,0.5121951219512195
78,0.5508474576271186,0.40625,0.4676258992805755,0.40625
79,0.872,1.0,0.9316239316239316,1.0
80,0.7521367521367521,0.4943820224719101,0.5966101694915255,0.4943820224719101
81,0.36683417085427134,0.4866666666666667,0.4183381088825215,0.4866666666666667
82,0.4726027397260274,0.44516129032258067,0.4584717607973422,0.44516129032258067
83,0.5435684647302904,0.8972602739726028,0.6770025839793282,0.8972602739726028
84,0.9876543209876543,1.0,0.9937888198757764,1.0
85,0.8313253012048193,0.8414634146341463,0.8363636363636363,0.8414634146341463
86,0.9485714285714286,1.0,0.9736070381231672,1.0
87,0.8051282051282052,0.9573170731707317,0.8746518105849582,0.9573170731707317
88,0.9213483146067416,1.0,0.9590643274853801,1.0
89,0.5806451612903226,0.43902439024390244,0.5,0.43902439024390244
90,0.7132867132867133,0.6219512195121951,0.6644951140065146,0.6219512195121951
91,0.5833333333333334,0.3017241379310345,0.3977272727272727,0.3017241379310345
92,0.9473684210526315,1.0,0.972972972972973,1.0
93,0.6744186046511628,0.8734939759036144,0.7611548556430446,0.8734939759036144
94,0.6570397111913358,0.7777777777777778,0.7123287671232876,0.7777777777777778
95,1.0,0.6274509803921569,0.7710843373493976,0.6274509803921569
96,0.9215686274509803,0.8493975903614458,0.8840125391849529,0.8493975903614458
97,0.9801980198019802,0.8918918918918919,0.9339622641509434,0.8918918918918919
98,0.5833333333333334,0.5611814345991561,0.5720430107526882,0.5611814345991561
99,0.6,0.5240963855421686,0.5594855305466238,0.5240963855421686
100,0.6683168316831684,0.8132530120481928,0.7336956521739131,0.8132530120481928
101,0.9761904761904762,0.831081081081081,0.8978102189781022,0.831081081081081
102,0.9587628865979382,0.7948717948717948,0.8691588785046729,0.7948717948717948
103,0.8725490196078431,0.8018018018018018,0.8356807511737089,0.8018018018018018
104,0.96875,0.9774774774774775,0.9730941704035875,0.9774774774774775
105,1.0,1.0,1.0,1.0
106,0.5854545454545454,0.9817073170731707,0.7334851936218679,0.9817073170731707
107,0.906832298136646,0.8795180722891566,0.8929663608562691,0.8795180722891566
108,0.8647058823529412,0.901840490797546,0.8828828828828829,0.901840490797546
109,0.9266666666666666,0.8373493975903614,0.879746835443038,0.8373493975903614
110,0.970873786407767,0.6622516556291391,0.7874015748031497,0.6622516556291391
111,0.8987341772151899,1.0,0.9466666666666667,1.0
112,0.684863523573201,0.9078947368421053,0.7807637906647807,0.9078947368421053
113,0.7883211678832117,0.6585365853658537,0.717607973421927,0.6585365853658537
114,0.9681528662420382,0.9934640522875817,0.9806451612903225,0.9934640522875817
115,0.4344262295081967,0.35333333333333333,0.3897058823529412,0.35333333333333333
116,0.7567567567567568,0.5562913907284768,0.6412213740458015,0.5562913907284768
117,0.6265060240963856,0.3466666666666667,0.44635193133047213,0.3466666666666667
118,0.4819277108433735,0.5333333333333333,0.5063291139240507,0.5333333333333333
119,0.8810810810810811,0.9819277108433735,0.9287749287749287,0.9819277108433735
120,0.7405405405405405,0.8353658536585366,0.7851002865329513,0.8353658536585366
121,1.0,1.0,1.0,1.0
122,1.0,1.0,1.0,1.0
123,0.7891156462585034,0.7160493827160493,0.7508090614886731,0.7160493827160493
124,0.8758169934640523,0.8170731707317073,0.8454258675078864,0.8170731707317073
125,0.4744525547445255,0.5284552845528455,0.5,0.5284552845528455
126,0.9880239520958084,0.9939759036144579,0.990990990990991,0.9939759036144579
127,1.0,1.0,1.0,1.0
128,0.9375,0.975609756097561,0.9561752988047809,0.975609756097561
129,0.7789473684210526,0.9866666666666667,0.8705882352941177,0.9866666666666667
130,0.9264069264069265,0.8699186991869918,0.8972746331236897,0.8699186991869918
131,1.0,1.0,1.0,1.0
132,0.9647058823529412,1.0,0.9820359281437125,1.0
133,0.8806584362139918,0.9385964912280702,0.9087048832271762,0.9385964912280702
134,0.9071428571428571,1.0,0.951310861423221,1.0
135,1.0,1.0,1.0,1.0
136,0.7292817679558011,0.8354430379746836,0.7787610619469026,0.8354430379746836
137,0.631979695431472,1.0,0.7744945567651633,1.0
138,0.7795698924731183,0.9235668789808917,0.8454810495626822,0.9235668789808917
139,1.0,1.0,1.0,1.0
140,1.0,1.0,1.0,1.0
